Solution File 

308, 12, 3
116, 15, 1
249, 6, 1
307, 14, 1
296, 10, 1
169, 10, 1
231, 15, 3
263, 15, 3
37, 14, 3
288, 9, 2
226, 5, 1
305, 14, 0
106, 7, 1
282, 7, 2
83, 2, 0
286, 11, 3
310, 17, 3
8, 6, 1
187, 16, 0
120, 1, 0
18, 13, 1
126, 10, 1
299, 10, 2
83, 9, 1
153, 4, 2
266, 12, 3
18, 4, 1
244, 12, 1
135, 16, 3
238, 16, 0
28, 7, 3
242, 14, 2
296, 16, 0
239, 9, 0
12, 8, 2
311, 15, 1
128, 1, 3
221, 4, 3
30, 0, 1
262, 6, 1
212, 17, 0
176, 12, 3
240, 2, 1
194, 9, 3
155, 12, 0
235, 3, 0
253, 1, 0
185, 8, 2
52, 15, 2
57, 14, 1
226, 0, 3
72, 4, 3
38, 19, 3
102, 7, 3
152, 14, 2
282, 16, 1
160, 3, 2
253, 13, 3
213, 3, 1
109, 15, 1
244, 1, 0
206, 10, 3
129, 17, 3
93, 9, 1
69, 12, 0
291, 2, 1
67, 14, 0
40, 6, 1
287, 16, 1
49, 9, 3
243, 8, 2
290, 16, 0
25, 4, 1
310, 11, 2
284, 3, 2
188, 5, 3
47, 15, 3
31, 11, 2
216, 10, 2
95, 2, 3
25, 9, 2
130, 11, 3
294, 10, 0
211, 14, 2
282, 14, 1
15, 13, 3
310, 2, 2
182, 16, 1
268, 19, 0
111, 13, 3
276, 11, 2
268, 7, 1
87, 17, 2
178, 6, 1
164, 17, 0
256, 8, 0
299, 2, 3
293, 12, 0
84, 7, 2
119, 2, 0
