Solution File 

120, 13, 2
274, 3, 1
209, 18, 1
36, 10, 3
28, 13, 2
147, 12, 2
148, 4, 3
280, 2, 0
277, 8, 1
294, 11, 1
176, 6, 2
199, 16, 1
46, 15, 1
168, 3, 2
59, 17, 2
292, 2, 0
305, 8, 3
274, 6, 2
297, 2, 2
108, 4, 1
142, 13, 0
228, 7, 1
222, 7, 1
297, 15, 3
222, 3, 0
94, 11, 3
23, 12, 1
77, 2, 1
21, 17, 3
235, 3, 3
75, 10, 2
259, 16, 1
62, 16, 2
308, 4, 3
80, 17, 1
195, 8, 3
223, 3, 3
250, 16, 0
173, 0, 1
262, 8, 1
65, 6, 1
250, 2, 1
92, 17, 1
138, 8, 3
136, 17, 3
25, 9, 1
194, 7, 3
177, 15, 1
293, 4, 2
74, 16, 0
167, 5, 3
81, 9, 2
145, 7, 1
109, 12, 3
307, 14, 2
81, 15, 0
193, 14, 3
314, 15, 1
44, 3, 2
37, 5, 1
326, 3, 0
73, 4, 1
174, 14, 2
146, 13, 1
232, 15, 3
102, 4, 1
83, 7, 3
84, 6, 2
246, 18, 0
167, 0, 0
141, 3, 2
106, 16, 3
40, 7, 1
287, 10, 1
263, 14, 2
5, 2, 1
153, 17, 1
201, 4, 1
169, 11, 3
307, 7, 3
314, 9, 1
226, 11, 1
224, 16, 2
305, 18, 2
228, 6, 1
199, 8, 1
327, 18, 1
265, 1, 3
305, 3, 1
204, 10, 3
248, 5, 0
80, 4, 2
192, 4, 2
330, 17, 1
264, 3, 3
26, 14, 2
264, 15, 2
124, 17, 2
35, 9, 0
160, 4, 1
